Lead_ID,Location,College,Year_of_Study,Program_Interest,Lead_Source
LD44730,Hyderabad,"Jawaharlal Nehru Technological University, Hyderabad",4th,Prompt Engineering,Collaboration
LD44731,Jaipur,Malaviya National Institute of Technology Jaipur,3rd,Data Analytics,Mass-Mailing
LD44732,Hyderabad,University of Hyderabad,2nd,AI,Instagram
LD44733,Goa,"Birla Institute of Technology and Science, Goa",1st,Accounting,WhatsApp
LD44734,Mysore,"National Institute of Engineering, Mysore",1st,Data Analytics,LinkedIn
LD44735,Srinagar,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,1st,Data Analytics,LinkedIn
LD44736,Delhi,Indian Institute of Technology Delhi,3rd,Finance,Mass-Mailing
LD44737,Pune,"College of Engineering, Pune",3rd,Robotics,LinkedIn
LD44738,Jaipur,Malaviya National Institute of Technology Jaipur,1st,Data Analytics,Mass-Mailing
LD44739,Chennai,University of Madras,1st,Business Analytics,College
LD44740,Varanasi,Mahatma Gandhi Kashi Vidyapith,2nd,Data Analytics,Collaboration
LD44741,Varanasi,Ashoka Institute of Technology and Management,4th,Robotics,College
LD44742,Chennai,University of Madras,4th,Business Analytics,College
LD44743,Lucknow,Babasaheb Bhimrao Ambedkar University,3rd,AI,Collaboration
LD44744,Hyderabad,Indian Institute of Technology Hyderabad,3rd,Business Analytics,Collaboration
LD44745,Agra,Dayalbagh Educational Institute,4th,Prompt Engineering,LinkedIn
LD44746,Jaipur,Manipal University Jaipur,3rd,Robotics,Collaboration
LD44747,Ahmedabad,Indian Institute of Technology Gandhinagar,1st,Business Analytics,Instagram
LD44748,Chennai,Anna University,1st,Robotics,Mass-Mailing
LD44749,Amritsar,Sri Guru Ram Das University of Health Sciences,1st,Data Analytics,LinkedIn
LD44750,Jaipur,University of Rajasthan,4th,Data Science,Instagram
LD44751,Varanasi,Central Hindu School,3rd,Data Analytics,Mass-Mailing
LD44752,Delhi,Jamia Millia Islamia,3rd,Electric Vehicle,Mass-Mailing
LD44753,Agra,Dayalbagh Educational Institute,1st,Finance,WhatsApp
LD44754,Pune,Indian Institute of Technology Pune,1st,Data Analytics,Google Form
LD44755,Amritsar,"Hindu College, Amritsar",1st,Data Analytics,Collaboration
LD44756,Mysore,University of Mysore,1st,Data Science,LinkedIn
LD44757,Agra,St. John's College,3rd,Business Analytics,WhatsApp
LD44758,Goa,National Institute of Oceanography,2nd,Accounting,Google Form
LD44759,Goa,National Institute of Oceanography,2nd,Accounting,Collaboration
LD44760,Bangalore,RV College of Engineering,3rd,Accounting,College
LD44761,Ahmedabad,Nirma University,3rd,Prompt Engineering,WhatsApp
LD44762,Srinagar,Amar Singh College,1st,Electric Vehicle,Google Form
LD44763,Udaipur,Janardan Rai Nagar Rajasthan Vidyapeeth University,2nd,AI,Collaboration
LD44764,Varanasi,Sampurnanand Sanskrit University,1st,Prompt Engineering,WhatsApp
LD44765,Jaipur,"St. Xavier's College, Jaipur",4th,Data Science,Google Form
LD44766,Varanasi,Banaras Hindu University,3rd,Electric Vehicle,College
LD44767,Kolkata,Indian Institute of Technology Kharagpur,4th,Finance,WhatsApp
LD44768,Kolkata,Indian Institute of Technology Kharagpur,1st,Accounting,Google Form
LD44769,Shimla,Himachal Pradesh University,2nd,Finance,Instagram
LD44770,Delhi,University of Delhi,4th,Data Science,WhatsApp
LD44771,Amritsar,"Hindu College, Amritsar",3rd,Electric Vehicle,Mass-Mailing
LD44772,Mysore,University of Mysore,1st,AI,College
LD44773,Udaipur,Janardan Rai Nagar Rajasthan Vidyapeeth University,3rd,Accounting,WhatsApp
LD44774,Pune,Fergusson College,4th,AI,Collaboration
LD44775,Jaipur,"St. Xavier's College, Jaipur",4th,Prompt Engineering,Mass-Mailing
LD44776,Kolkata,Indian Statistical Institute,2nd,Prompt Engineering,Instagram
LD44777,Delhi,University of Delhi,4th,Finance,Instagram
LD44778,Jaipur,"St. Xavier's College, Jaipur",4th,Electric Vehicle,Google Form
LD44779,Mumbai,Narsee Monjee Institute of Management Studies,3rd,Accounting,Instagram
LD44780,Goa,Goa College of Engineering,3rd,AI,LinkedIn
LD44781,Shimla,Indira Gandhi Medical College,1st,AI,College
LD44782,Ahmedabad,CEPT University,2nd,Finance,Mass-Mailing
LD44783,Jaipur,"Birla Institute of Technology and Science, Pilani",3rd,Prompt Engineering,Google Form
LD44784,Hyderabad,Osmania University,1st,AI,Google Form
LD44785,Bangalore,RV College of Engineering,2nd,Software Engineering,Instagram
LD44786,Kolkata,Indian Institute of Technology Kharagpur,4th,AI,Mass-Mailing
LD44787,Pune,University of Pune,4th,Accounting,WhatsApp
LD44788,Pune,"College of Engineering, Pune",1st,Electric Vehicle,Google Form
LD44789,Mysore,University of Mysore,3rd,Electric Vehicle,WhatsApp
LD44790,Ahmedabad,Indian Institute of Technology Gandhinagar,2nd,Robotics,LinkedIn
LD44791,Pune,University of Pune,4th,Software Engineering,College
LD44792,Hyderabad,Osmania University,2nd,Software Engineering,Collaboration
LD44793,Varanasi,Mahatma Gandhi Kashi Vidyapith,1st,Business Analytics,LinkedIn
LD44794,Lucknow,Babasaheb Bhimrao Ambedkar University,1st,Business Analytics,Mass-Mailing
LD44795,Lucknow,University of Lucknow,3rd,Business Analytics,College
LD44796,Shimla,Indira Gandhi Medical College,3rd,Data Science,Mass-Mailing
LD44797,Pune,Fergusson College,1st,Software Engineering,Mass-Mailing
LD44798,Rishikesh,Parmarth Niketan,3rd,Prompt Engineering,WhatsApp
LD44799,Goa,Goa College of Engineering,1st,Finance,Collaboration
LD44800,Mumbai,Tata Institute of Social Sciences,4th,Robotics,Instagram
LD44801,Chennai,Indian Institute of Technology Madras,4th,Data Science,LinkedIn
LD44802,Jaipur,Malaviya National Institute of Technology Jaipur,2nd,Data Analytics,Instagram
LD44803,Jaipur,University of Rajasthan,3rd,AI,WhatsApp
LD44804,Goa,"Birla Institute of Technology and Science, Goa",2nd,Accounting,College
LD44805,Shimla,St. Bede's College,3rd,Electric Vehicle,Mass-Mailing
LD44806,Varanasi,Mahatma Gandhi Kashi Vidyapith,3rd,Data Analytics,WhatsApp
LD44807,Agra,St. John's College,1st,Data Science,College
LD44808,Ahmedabad,Indian Institute of Management Ahmedabad,2nd,Finance,College
LD44809,Goa,Padre Conceicao College of Engineering,4th,Data Analytics,Instagram
LD44810,Amritsar,BBK DAV College for Women,2nd,Business Analytics,LinkedIn
LD44811,Jaipur,"St. Xavier's College, Jaipur",2nd,AI,Google Form
LD44812,Pune,Fergusson College,2nd,Finance,LinkedIn
LD44813,Lucknow,King George's Medical University,1st,AI,Google Form
LD44814,Amritsar,Guru Nanak Dev University,2nd,Data Analytics,LinkedIn
LD44815,Srinagar,National Institute of Technology Srinagar,2nd,Prompt Engineering,Google Form
LD44816,Shimla,Indian Institute of Advanced Study,1st,Accounting,Instagram
LD44817,Ahmedabad,Nirma University,3rd,Finance,Collaboration
LD44818,Hyderabad,"Jawaharlal Nehru Technological University, Hyderabad",1st,Software Engineering,Mass-Mailing
LD44819,Jaipur,Malaviya National Institute of Technology Jaipur,2nd,Robotics,Mass-Mailing
LD44820,Rishikesh,"All India Institute of Medical Sciences, Rishikesh",2nd,Business Analytics,Google Form
LD44821,Kolkata,Indian Institute of Technology Kharagpur,4th,Prompt Engineering,Instagram
LD44822,Hyderabad,Indian Institute of Technology Hyderabad,4th,Prompt Engineering,Google Form
LD44823,Hyderabad,Indian Institute of Technology Hyderabad,2nd,Business Analytics,LinkedIn
LD44824,Ahmedabad,Indian Institute of Technology Gandhinagar,2nd,Accounting,Mass-Mailing
LD44825,Agra,Agra College,4th,Robotics,WhatsApp
LD44826,Ahmedabad,CEPT University,4th,Accounting,Instagram
LD44827,Varanasi,Ashoka Institute of Technology and Management,3rd,Software Engineering,LinkedIn
LD44828,Srinagar,"Government Medical College, Srinagar",4th,Finance,LinkedIn
LD44829,Ahmedabad,Indian Institute of Management Ahmedabad,4th,Electric Vehicle,LinkedIn
LD44830,Srinagar,National Institute of Technology Srinagar,4th,AI,WhatsApp
LD44831,Udaipur,Mohanlal Sukhadia University,4th,Data Analytics,Mass-Mailing
LD44832,Mysore,JSS Academy of Higher Education & Research,4th,Finance,Google Form
LD44833,Mumbai,Narsee Monjee Institute of Management Studies,1st,Accounting,LinkedIn
LD44834,Hyderabad,University of Hyderabad,2nd,Robotics,Google Form
LD44835,Varanasi,Ashoka Institute of Technology and Management,3rd,Data Science,Instagram
LD44836,Chennai,Madras Christian College,4th,Business Analytics,Collaboration
LD44837,Delhi,Jawaharlal Nehru University,1st,Finance,Mass-Mailing
LD44838,Goa,National Institute of Oceanography,1st,Finance,College
LD44839,Bangalore,RV College of Engineering,4th,Electric Vehicle,Mass-Mailing
LD44840,Rishikesh,Parmarth Niketan,1st,Prompt Engineering,Collaboration
LD44841,Goa,Goa University,1st,AI,Google Form
LD44842,Agra,Dayalbagh Educational Institute,4th,Prompt Engineering,WhatsApp
LD44843,Chennai,Loyola College,2nd,Electric Vehicle,Mass-Mailing
LD44844,Pune,University of Pune,1st,Data Analytics,LinkedIn
LD44845,Ahmedabad,Indian Institute of Management Ahmedabad,4th,Software Engineering,College
LD44846,Kolkata,Presidency University,1st,Accounting,College
LD44847,Goa,Goa University,3rd,Data Science,WhatsApp
LD44848,Mysore,Mahajana Education Society,3rd,Robotics,WhatsApp
LD44849,Kolkata,University of Calcutta,3rd,Data Analytics,Instagram
LD44850,Varanasi,Ashoka Institute of Technology and Management,1st,Robotics,Instagram
LD44851,Varanasi,Central Hindu School,2nd,Accounting,Collaboration
LD44852,Mumbai,University of Mumbai,3rd,Business Analytics,LinkedIn
LD44853,Chennai,University of Madras,2nd,Electric Vehicle,WhatsApp
LD44854,Goa,Padre Conceicao College of Engineering,1st,AI,Instagram
LD44855,Bangalore,Indian Institute of Management Bangalore,2nd,Accounting,Instagram
LD44856,Jaipur,University of Rajasthan,1st,Business Analytics,Mass-Mailing
LD44857,Shimla,Indian Institute of Advanced Study,3rd,Electric Vehicle,Instagram
LD44858,Delhi,Jawaharlal Nehru University,3rd,Data Science,WhatsApp
LD44859,Rishikesh,Sri Hemkunt Sahib Public School,1st,Business Analytics,LinkedIn
LD44860,Pune,"College of Engineering, Pune",4th,Software Engineering,Google Form
LD44861,Lucknow,Indian Institute of Management Lucknow,2nd,Data Analytics,Collaboration
LD44862,Mysore,All India Institute of Speech and Hearing,2nd,Finance,Google Form
LD44863,Shimla,Indira Gandhi Medical College,2nd,Software Engineering,Instagram
LD44864,Jaipur,Manipal University Jaipur,2nd,Electric Vehicle,LinkedIn
LD44865,Amritsar,"Khalsa College, Amritsar",3rd,Electric Vehicle,LinkedIn
LD44866,Amritsar,"Hindu College, Amritsar",4th,Data Analytics,Mass-Mailing
LD44867,Varanasi,Ashoka Institute of Technology and Management,1st,Data Analytics,Collaboration
LD44868,Mysore,Mahajana Education Society,3rd,Accounting,Mass-Mailing
LD44869,Mysore,All India Institute of Speech and Hearing,2nd,Accounting,Mass-Mailing
LD44870,Amritsar,"Hindu College, Amritsar",4th,Data Science,Google Form
LD44871,Kolkata,Presidency University,3rd,Software Engineering,Mass-Mailing
LD44872,Amritsar,Guru Nanak Dev University,1st,Prompt Engineering,Collaboration
LD44873,Bangalore,Bangalore University,2nd,Electric Vehicle,Collaboration
LD44874,Delhi,University of Delhi,4th,Finance,LinkedIn
LD44875,Lucknow,King George's Medical University,4th,Robotics,Google Form
LD44876,Rishikesh,Sri Hemkunt Sahib Public School,1st,Data Science,College
LD44877,Srinagar,Amar Singh College,3rd,Data Science,Collaboration
LD44878,Ahmedabad,Indian Institute of Management Ahmedabad,2nd,Data Analytics,Mass-Mailing
LD44879,Shimla,"DAV Centenary Public School, Shimla",1st,Finance,Google Form
LD44880,Goa,National Institute of Oceanography,2nd,Data Analytics,Collaboration
LD44881,Mysore,University of Mysore,2nd,Robotics,Google Form
LD44882,Varanasi,Banaras Hindu University,2nd,Data Analytics,Google Form
LD44883,Bangalore,Indian Institute of Management Bangalore,2nd,Electric Vehicle,College
LD44884,Delhi,Jawaharlal Nehru University,4th,Data Science,College
LD44885,Goa,Goa College of Engineering,4th,AI,LinkedIn
LD44886,Kolkata,University of Calcutta,3rd,Data Science,College
LD44887,Varanasi,Central Hindu School,1st,Software Engineering,Collaboration
LD44888,Udaipur,Maharana Pratap University of Agriculture and Technology,2nd,Data Science,Google Form
LD44889,Jaipur,"St. Xavier's College, Jaipur",2nd,Software Engineering,LinkedIn
LD44890,Srinagar,National Institute of Technology Srinagar,4th,Finance,WhatsApp
LD44891,Mumbai,St. Xavier's College,4th,Prompt Engineering,LinkedIn
LD44892,Hyderabad,Indian Institute of Technology Hyderabad,2nd,Business Analytics,WhatsApp
LD44893,Delhi,Indian Institute of Technology Delhi,4th,Software Engineering,College
LD44894,Lucknow,Indian Institute of Management Lucknow,2nd,Robotics,LinkedIn
LD44895,Shimla,Indira Gandhi Medical College,3rd,Prompt Engineering,Google Form
LD44896,Lucknow,University of Lucknow,4th,Robotics,Collaboration
LD44897,Delhi,Jawaharlal Nehru University,2nd,Electric Vehicle,College
LD44898,Bangalore,Indian Institute of Science,3rd,Finance,LinkedIn
LD44899,Varanasi,Central Hindu School,2nd,Business Analytics,LinkedIn
LD44900,Hyderabad,"Jawaharlal Nehru Technological University, Hyderabad",1st,Accounting,College
LD44901,Chennai,Anna University,2nd,Software Engineering,Mass-Mailing
LD44902,Rishikesh,Uttarakhand Sanskrit University,2nd,Prompt Engineering,College
LD44903,Mumbai,University of Mumbai,3rd,Accounting,WhatsApp
LD44904,Goa,Goa College of Engineering,4th,Electric Vehicle,Google Form
LD44905,Bangalore,Bangalore University,4th,Data Analytics,WhatsApp
LD44906,Ahmedabad,Nirma University,3rd,Software Engineering,Google Form
LD44907,Mysore,Mahajana Education Society,3rd,Finance,Mass-Mailing
LD44908,Mysore,Mahajana Education Society,4th,Data Analytics,Collaboration
LD44909,Bangalore,Indian Institute of Management Bangalore,3rd,Accounting,Collaboration
LD44910,Mysore,"National Institute of Engineering, Mysore",4th,Data Analytics,Collaboration
LD44911,Mumbai,Indian Institute of Technology Bombay,2nd,Electric Vehicle,Instagram
LD44912,Shimla,St. Bede's College,2nd,Data Science,LinkedIn
LD44913,Varanasi,Ashoka Institute of Technology and Management,4th,Software Engineering,College
LD44914,Amritsar,"Khalsa College, Amritsar",2nd,Data Science,Instagram
LD44915,Hyderabad,"Jawaharlal Nehru Technological University, Hyderabad",4th,Robotics,College
LD44916,Mysore,Mahajana Education Society,3rd,Software Engineering,Google Form
LD44917,Udaipur,Mohanlal Sukhadia University,2nd,Electric Vehicle,College
LD44918,Jaipur,Malaviya National Institute of Technology Jaipur,4th,Business Analytics,College
LD44919,Hyderabad,Osmania University,4th,Robotics,Instagram
LD44920,Agra,St. John's College,4th,Prompt Engineering,Mass-Mailing
LD44921,Udaipur,Vidya Bhawan Polytechnic College,2nd,Electric Vehicle,Google Form
LD44922,Amritsar,"Khalsa College, Amritsar",3rd,Accounting,Instagram
LD44923,Srinagar,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,4th,Business Analytics,College
LD44924,Chennai,Madras Christian College,1st,Data Science,Instagram
LD44925,Rishikesh,Dev Sanskriti Vishwavidyalaya,3rd,Data Analytics,Collaboration
LD44926,Jaipur,"Birla Institute of Technology and Science, Pilani",4th,Prompt Engineering,Mass-Mailing
LD44927,Goa,Padre Conceicao College of Engineering,3rd,Business Analytics,Mass-Mailing
LD44928,Amritsar,Guru Nanak Dev University,3rd,Data Science,LinkedIn
LD44929,Rishikesh,Uttarakhand Sanskrit University,4th,Finance,Google Form
LD44930,Hyderabad,University of Hyderabad,1st,Data Analytics,LinkedIn
LD44931,Chennai,University of Madras,1st,Accounting,Instagram
LD44932,Goa,Padre Conceicao College of Engineering,4th,Accounting,Collaboration
LD44933,Srinagar,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,3rd,Robotics,LinkedIn
LD44934,Amritsar,BBK DAV College for Women,4th,Prompt Engineering,Mass-Mailing
LD44935,Mumbai,Narsee Monjee Institute of Management Studies,3rd,AI,Mass-Mailing
LD44936,Bangalore,Bangalore University,1st,Accounting,Mass-Mailing
LD44937,Bangalore,Bangalore University,4th,Data Science,LinkedIn
LD44938,Mumbai,University of Mumbai,2nd,Business Analytics,Instagram
LD44939,Varanasi,Banaras Hindu University,2nd,Software Engineering,Collaboration
LD44940,Ahmedabad,Nirma University,3rd,Business Analytics,Collaboration
LD44941,Amritsar,Guru Nanak Dev University,4th,Robotics,Collaboration
LD44942,Hyderabad,University of Hyderabad,2nd,Accounting,Collaboration
LD44943,Srinagar,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,3rd,Accounting,Google Form
LD44944,Jaipur,University of Rajasthan,2nd,Software Engineering,WhatsApp
LD44945,Udaipur,Vidya Bhawan Polytechnic College,2nd,Software Engineering,Collaboration
LD44946,Mysore,Mahajana Education Society,2nd,Accounting,College
LD44947,Ahmedabad,CEPT University,1st,Software Engineering,WhatsApp
LD44948,Rishikesh,Parmarth Niketan,2nd,Accounting,Instagram
LD44949,Lucknow,King George's Medical University,2nd,Finance,Mass-Mailing
LD44950,Ahmedabad,Gujarat University,2nd,Software Engineering,College
LD44951,Srinagar,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,3rd,Business Analytics,Instagram
LD44952,Delhi,Jawaharlal Nehru University,3rd,Robotics,Collaboration
LD44953,Shimla,Indira Gandhi Medical College,2nd,Data Science,WhatsApp
LD44954,Udaipur,Mohanlal Sukhadia University,3rd,Data Science,Instagram
LD44955,Ahmedabad,CEPT University,2nd,Software Engineering,Google Form
LD44956,Varanasi,Mahatma Gandhi Kashi Vidyapith,3rd,Data Science,Collaboration
LD44957,Mumbai,Narsee Monjee Institute of Management Studies,2nd,Accounting,Mass-Mailing
